mes,idade,renda_mensal,tempo_emprego_anos,divida_existente,utilizacao_credito,atrasos_12m,valor_emprestimo,prob_default_real,default,score
1,20.0,2101.95,3.4,8016.37,0.524,0,5790.1,0.3477356749193339,0,0.356625995379439
1,47.0,3999.76,22.0,2462.58,0.249,0,7912.82,0.021108593797161537,0,0.01788526420880204
1,39.0,1507.41,0.7,1957.65,0.358,0,3276.57,0.13129925974546902,0,0.1224408083401139
1,24.0,2002.83,5.9,964.33,0.141,0,5904.13,0.07306991293253695,0,0.0676916840534242
1,24.0,3978.21,2.6,949.92,0.256,0,3393.97,0.0539424813737961,0,0.05217521156224187
1,34.0,5076.16,2.8,4828.74,0.524,0,7573.51,0.11850908547207048,0,0.12415250639162419
1,56.0,3932.83,6.3,7491.09,0.482,0,5301.27,0.12230988555957868,0,0.1093311505944185
1,35.0,3456.32,5.9,2303.14,0.264,0,5705.73,0.06347212024739435,0,0.05884828589810599
1,21.0,3179.58,23.7,2187.12,0.224,1,3323.26,0.04367951351013523,0,0.040375045069735487
1,35.0,1871.82,0.7,2638.12,0.276,0,6998.96,0.14579223356461568,0,0.1387281399118234
1,35.0,2633.5,0.5,5492.45,0.321,0,13937.75,0.25871239759784725,0,0.26256998681372806
1,18.0,2959.31,6.4,1099.86,0.557,0,2969.19,0.10143310088198891,0,0.1093521322756407
1,37.0,5858.83,4.3,2990.59,0.162,1,4146.92,0.05492364803879401,0,0.05094298404465397
1,35.0,4249.8,1.6,4903.88,0.155,0,5518.18,0.0771046541100641,0,0.0685615005021628
1,46.0,1646.87,0.4,3601.33,0.21,0,7282.31,0.1444020716038186,0,0.12830314719955047
1,58.0,4212.61,0.4,68.88,0.107,1,3715.35,0.0494149364008689,0,0.04203737339360114
1,50.0,3061.66,11.2,4055.86,0.364,0,1192.12,0.051667414515138343,0,0.04307423195454757
1,35.0,2684.86,1.1,3626.35,0.07,0,9697.22,0.11009231743458468,0,0.09933932053303819
1,26.0,4794.64,2.0,6215.09,0.575,0,7188.61,0.18244691735358734,1,0.19658023820756212
1,66.0,5790.36,1.3,7102.24,0.282,0,2056.02,0.04971015499406836,0,0.039165366689231
1,39.0,5536.27,2.2,6008.66,0.379,0,3627.2,0.07669561538423154,0,0.07156355222544016
1,38.0,2495.77,0.4,2648.94,0.046,0,10765.39,0.10378410439910674,0,0.09347822256727907
1,38.0,3168.0,3.7,504.04,0.391,1,10136.5,0.16268234757222003,0,0.17346252706808996
1,40.0,4226.24,0.4,2174.63,0.326,0,7858.26,0.0811246785185506,0,0.07927291434785856
1,36.0,5647.65,8.1,2585.39,0.345,0,4500.5,0.03358892946767309,0,0.03175528260952638
1,32.0,2934.73,1.3,7428.63,0.237,1,5122.99,0.29096765904900623,0,0.27727303296113764
1,32.0,3349.12,3.9,1320.23,0.424,1,4603.34,0.14450183194470698,0,0.1505746011946582
1,38.0,2213.1,10.6,716.04,0.129,0,8639.67,0.04957129098877452,0,0.04382010948406627
1,32.0,2125.38,5.3,1757.41,0.33,0,3171.88,0.08746576044264855,0,0.08179865419656741
1,30.0,5248.18,3.8,1384.57,0.067,0,3284.93,0.025005455204249637,0,0.02189154486389007
1,39.0,6702.98,2.0,645.85,0.106,2,8144.82,0.07302199552380573,0,0.07422271445041531
1,35.0,3524.86,2.0,2342.5,0.536,0,4806.96,0.11547552651229313,0,0.11903092981438307
1,55.0,5719.23,5.5,2663.07,0.16,1,9791.14,0.05648272419734555,0,0.05155870782824865
1,18.0,4284.4,25.7,606.44,0.123,0,3513.06,0.010472579959508024,0,0.009098571454616919
1,50.0,2723.56,5.4,1947.75,0.31,0,4781.98,0.06529653442015194,0,0.05744039222996537
1,52.0,4283.94,4.1,1308.01,0.501,0,3098.87,0.051341533576165596,0,0.04834160023810911
1,18.0,7274.4,6.6,2729.43,0.193,0,4932.9,0.02309188144491336,0,0.022613483962206856
1,34.0,3582.72,3.1,2936.0,0.68,0,2346.61,0.12945756069765202,1,0.13649932181635124
1,34.0,7362.02,0.3,1308.25,0.166,0,3851.37,0.01947157103639118,0,0.018072373951709058
1,23.0,1120.03,4.1,5216.18,0.445,0,2396.76,0.233627063249157,1,0.22826871486598618
1,29.0,5270.37,15.8,2541.5,0.287,0,6953.23,0.026918018237445353,0,0.025494230532900165
1,26.0,3786.4,1.0,1363.8,0.205,0,7032.48,0.07250392484356849,0,0.07096369567038316
1,57.0,3182.58,5.9,565.11,0.357,1,2069.1,0.07254481274146428,0,0.06518757887667609
1,48.0,3794.44,1.1,3053.79,0.087,0,9575.31,0.06669982401529773,0,0.0579315746917559
1,52.0,1488.6,3.8,3620.21,0.238,2,17132.07,0.4830516705954118,1,0.49351408626496074
1,46.0,3298.25,0.5,1676.38,0.213,0,5029.13,0.06384129484290961,0,0.056429135981144574
1,26.0,4275.69,3.0,2795.17,0.338,1,3566.87,0.12837668596201046,0,0.1312644592700973
1,32.0,7080.16,7.1,7102.01,0.291,2,20174.31,0.30017039932074624,0,0.34044869126255867
1,43.0,2883.55,2.1,4669.92,0.348,0,2541.52,0.1110405455424594,0,0.09919232016468055
1,25.0,2530.51,5.5,219.42,0.422,0,4964.43,0.08744912699212941,0,0.08980294105900694
1,46.0,2905.06,7.9,1349.95,0.242,0,5376.6,0.04785140331740441,0,0.041728800369894056
1,35.0,5496.85,13.1,2254.34,0.302,0,9629.38,0.03160777331728951,0,0.030667257649856054
1,34.0,4221.47,1.3,2651.8,0.569,0,5883.28,0.11771016039200712,0,0.12512087601154934
1,46.0,2868.68,2.5,2841.03,0.294,0,3830.24,0.08079980152294808,0,0.07149319204514637
1,43.0,4586.95,0.8,3457.18,0.237,1,3054.61,0.09975885732577897,0,0.0921422168078515
1,34.0,3803.53,24.5,2313.9,0.435,0,4142.64,0.024585167958930666,0,0.022516730833404223
1,51.0,5630.14,13.1,2536.68,0.248,0,2970.65,0.016056050660229176,0,0.013238930243075073
1,26.0,2654.67,3.9,4837.24,0.592,0,5033.71,0.21499587173400883,0,0.2257149742675623
1,45.0,3141.8,9.2,3098.25,0.494,1,3706.72,0.13475928562105038,0,0.13194187929079912
1,45.0,3052.0,3.7,874.86,0.193,1,2328.5,0.07861411522982586,0,0.07012740481860208
1,35.0,1884.5,4.9,2716.17,0.216,0,9205.65,0.12051298078199593,0,0.11291039652845664
1,42.0,4159.93,0.5,2259.26,0.455,0,3832.08,0.08050545860381984,1,0.07849327796924516
1,24.0,4094.81,7.0,339.71,0.432,0,2606.94,0.04813806859221008,0,0.048942141801470274
1,48.0,3649.34,0.7,2822.51,0.473,1,4518.21,0.17285574148760438,1,0.17301927608261844
1,36.0,3276.19,8.7,991.27,0.254,1,5085.69,0.08154607690936296,0,0.07804751124395252
1,32.0,1925.77,7.6,4886.48,0.286,1,2052.4,0.18972978476131852,0,0.1760870725960163
1,50.0,3013.05,6.2,3421.86,0.232,1,5801.22,0.11900839605942584,0,0.10686900589496158
1,30.0,3120.59,0.2,827.73,0.233,0,2911.49,0.06698683626652718,0,0.06260885549986522
1,23.0,2537.6,1.8,4735.77,0.17,0,11562.41,0.18534840099733155,0,0.1829368668762475
1,21.0,3386.06,1.5,6282.16,0.492,1,6386.75,0.3695909983542447,1,0.3953684886025922
1,45.0,4366.96,2.2,2046.38,0.332,0,4024.07,0.05329245461140836,0,0.0488978670277405
1,24.0,8508.18,0.5,2248.83,0.343,1,3386.04,0.044844825726462964,0,0.04849730115262331
1,57.0,3938.52,13.8,4421.77,0.473,0,4663.47,0.049747794399365226,0,0.04339309360484171
1,18.0,4088.35,4.0,5971.99,0.058,0,6676.81,0.09016447682662089,0,0.08224847502743625
1,57.0,3521.0,1.8,464.8,0.334,0,4852.52,0.05019281397690878,0,0.044628744591276276
1,40.0,1535.41,2.5,926.58,0.506,2,4409.08,0.3685374931530616,0,0.3892713564812082
1,37.0,3597.77,3.0,1785.86,0.109,1,5060.32,0.08873726096484472,0,0.08141447118774744
1,32.0,3740.98,4.6,1949.68,0.476,0,3633.93,0.07908595779464746,0,0.07946485841446262
1,42.0,11030.94,3.6,4334.14,0.335,0,4139.78,0.010858924388163799,0,0.010374886099752189
1,38.0,3339.04,12.6,5992.67,0.311,0,1732.12,0.06313529204631599,0,0.053537924550907875
1,50.0,4170.1,3.4,6293.69,0.316,0,7997.33,0.10836169853770515,0,0.09763283452268047
1,39.0,3584.52,24.2,451.72,0.134,2,5706.72,0.043578958725925515,0,0.039469673211225895
1,40.0,2151.88,9.5,1241.63,0.043,0,3338.48,0.0359616367027117,0,0.02871931157675012
1,34.0,6089.19,1.2,1519.26,0.44,2,12700.13,0.2233730370790712,1,0.26291925515054865
1,37.0,5107.01,13.3,1237.1,0.12,0,5133.32,0.016375137907509045,0,0.01400755624010421
1,41.0,5197.66,0.6,3414.39,0.2,1,2927.57,0.08153499668566938,0,0.07505959248338943
1,19.0,2418.19,8.5,3714.1,0.701,0,7542.95,0.22507834075418595,1,0.2531959373162849
1,23.0,6844.89,2.4,2512.46,0.282,0,5997.06,0.03773747593998254,0,0.038439826353525795
1,46.0,1937.53,10.5,2332.76,0.349,0,5986.67,0.07671797416174772,0,0.06870979207543963
1,40.0,4741.39,10.1,1849.75,0.183,0,3972.39,0.024157660135348025,0,0.02076216194238995
1,36.0,9756.66,8.2,2031.59,0.502,0,6156.4,0.01385755828573912,0,0.014725196702571134
1,38.0,2331.48,7.8,7049.42,0.062,0,4311.84,0.09532431505027222,0,0.07605355521348667
1,42.0,2821.9,1.8,4107.09,0.435,1,6489.69,0.2549071905718204,0,0.257058208276255
1,32.0,3807.94,0.4,1907.68,0.092,0,1896.05,0.046347404066804425,0,0.040016848574965846
1,29.0,2902.81,2.6,2297.91,0.626,0,3956.3,0.15299667687480747,0,0.1636382092458273
1,40.0,1812.03,1.0,3471.09,0.377,1,11626.91,0.3551149257204152,1,0.36742139590652706
1,27.0,3755.04,5.9,827.47,0.127,0,3349.16,0.035983430990065346,0,0.03224502332006235
1,42.0,2257.39,2.1,2787.15,0.274,0,3633.97,0.09664294156861816,0,0.0859621220638654
1,19.0,4505.78,18.6,3950.31,0.383,2,3928.53,0.12954051423569313,0,0.1365508103200405
1,49.0,2407.3,5.1,3600.71,0.178,0,2677.39,0.06571346843505217,0,0.053193544593137
1,43.0,7313.45,8.6,1263.73,0.216,1,1629.22,0.019541557992179638,0,0.017711550624869166
1,41.0,2559.42,0.7,1480.16,0.521,0,4379.57,0.12637480618048902,0,0.12664741201775798
1,49.0,3149.73,9.9,292.23,0.279,0,5260.23,0.03494118089469233,0,0.0305547866791088
1,56.0,5250.52,12.8,4246.01,0.485,0,4787.42,0.037067063624684427,0,0.033107413611458913
1,49.0,2092.49,3.3,9051.31,0.348,0,4571.34,0.22838856616116168,0,0.19872694437629024
1,18.0,4033.37,4.7,1108.81,0.378,0,5021.68,0.06976029555409424,0,0.07301214700170773
1,24.0,6556.51,7.2,5295.48,0.455,1,8196.16,0.1251845592718762,0,0.13828779839373714
1,31.0,1766.28,1.0,8533.09,0.565,0,4468.36,0.3887427946390622,0,0.3878474441376661
1,38.0,3956.38,3.5,1702.85,0.135,1,3688.44,0.07417828257508119,0,0.0675175832405018
1,44.0,4092.65,2.5,2300.39,0.419,0,4270.29,0.06957645525851135,0,0.06616519226905956
1,30.0,5176.17,0.8,3024.26,0.628,0,6566.09,0.11818700516334393,0,0.13176772525328453
1,40.0,2086.77,2.3,3519.45,0.423,2,9956.82,0.47130293512642074,1,0.49607430602958574
1,30.0,2009.81,0.4,3145.24,0.324,1,3590.07,0.2460475702368778,0,0.24447427469030034
1,31.0,4604.89,0.1,1815.68,0.524,2,5164.0,0.2756383873715997,0,0.31039773407800236
1,23.0,4161.55,0.7,3907.18,0.684,0,5820.72,0.19282379202463518,0,0.21775400201297715
1,28.0,4075.39,16.5,1850.39,0.359,0,2992.04,0.029875823178931154,0,0.02783905314415955
1,23.0,4255.22,4.0,3303.66,0.394,0,4965.2,0.08940311042207365,1,0.09101095824439731
1,27.0,2681.12,16.9,2443.76,0.38,0,2361.76,0.047596764148347286,0,0.043899006439284634
1,50.0,4042.08,2.8,398.5,0.084,0,2029.36,0.024263878963709434,0,0.01946300209726123
1,28.0,4154.23,1.9,5826.4,0.437,0,5903.93,0.1524058861079972,0,0.1539447702287712
1,67.0,2640.02,3.5,1514.82,0.094,0,4056.45,0.03795369084529811,0,0.02856203233053962
1,43.0,8430.39,2.9,6217.86,0.398,0,5437.86,0.03732641482028502,0,0.035749191912122655
1,40.0,4506.27,0.6,5153.36,0.078,0,4870.99,0.06299310587622506,0,0.0530411889600567
1,29.0,2130.08,5.1,2957.7,0.128,0,3016.34,0.07658072763330306,0,0.06640322270300494
1,46.0,4892.45,1.2,3651.02,0.214,1,4804.81,0.0946768032284456,0,0.08715369261450837
1,32.0,2348.17,4.8,3969.17,0.19,0,2653.01,0.08856150629991759,0,0.07712000255087408
1,39.0,5188.44,5.3,2137.0,0.45,1,9852.56,0.11898351325450338,0,0.12878228716449003
1,66.0,6132.56,0.8,2218.35,0.234,0,2494.93,0.021604443464172424,0,0.017445442756771103
1,37.0,2516.67,0.3,3834.57,0.1,0,4456.45,0.0956123360811841,0,0.08193639708079202
1,51.0,5616.81,7.6,2463.95,0.175,0,2918.61,0.019321482255411086,0,0.01579314932061727
1,30.0,4384.15,3.1,1820.59,0.311,1,6536.85,0.11715922891616301,0,0.12129956726264025
1,38.0,5270.75,0.3,1282.13,0.307,0,4164.22,0.0434996033738659,0,0.04150810263377811
1,57.0,8548.89,26.4,3374.0,0.316,0,3792.07,0.0039014339482144477,0,0.0031434241476289444
1,31.0,3260.3,0.3,1472.16,0.449,0,7529.63,0.1266820783275576,0,0.13319629968830032
1,58.0,2593.64,5.9,4569.48,0.499,1,4987.63,0.20463088076216324,1,0.19381695784538663
1,46.0,2439.92,20.6,4837.2,0.38,0,6363.43,0.05807132638950622,0,0.05008357255401515
1,32.0,2522.2,1.4,3631.03,0.259,0,3008.92,0.11073533013972657,0,0.10107367099871238
1,45.0,3516.79,0.8,4183.43,0.217,0,2434.73,0.07398472229695888,0,0.06286517287999445
1,49.0,4245.09,0.6,3638.71,0.634,0,5185.41,0.12526164051735292,0,0.12737962597066743
1,45.0,4123.72,1.8,4392.38,0.302,1,4190.51,0.13891104309795133,0,0.13044288440635973
1,21.0,5282.91,0.5,4263.62,0.353,2,6722.51,0.2869885519844624,0,0.3167627433084154
1,30.0,3662.32,5.9,3244.2,0.196,0,4722.27,0.06126005650010883,0,0.05553235305045267
1,35.0,7002.97,0.3,5197.69,0.195,1,5445.46,0.07975710545717651,0,0.07701680331564396
1,37.0,3232.16,3.6,2197.33,0.12,1,2182.68,0.0870933551497075,0,0.07728018641886233
1,45.0,12382.95,28.6,1317.16,0.288,0,12634.9,0.0015450916707777534,0,0.00148602733085786
1,40.0,4824.92,8.4,1258.04,0.195,1,4527.29,0.04720387639692742,0,0.043596621450404716
1,23.0,2475.7,4.8,1949.8,0.222,1,6965.98,0.16902538070842849,0,0.17112019395541866
1,42.0,2248.68,1.8,333.72,0.492,0,3235.55,0.09849373944438487,0,0.09646574478604976
1,45.0,4523.82,4.9,2936.21,0.085,0,5733.06,0.03579373367032308,0,0.029838886452814753
1,44.0,3292.63,3.7,4006.26,0.171,1,2562.09,0.11156183723125444,0,0.09752911733100092
1,50.0,5020.58,2.8,4790.58,0.328,0,6161.24,0.06700238471671043,0,0.06045133684164789
1,47.0,4505.06,0.7,500.32,0.315,1,4113.43,0.07873774979560576,0,0.0761234386431713
1,43.0,3523.56,10.9,1294.77,0.559,1,4987.03,0.10673180247511165,1,0.11028605827289054
1,37.0,2487.27,3.0,4474.84,0.057,1,6967.33,0.17064145695285224,1,0.15356136199982207
1,20.0,1841.47,1.1,2143.13,0.522,2,2653.75,0.45318727723693947,0,0.4922748921968222
1,43.0,2978.18,2.3,3943.4,0.111,0,3490.34,0.06924111447489706,0,0.05711406557585612
1,40.0,5352.82,2.7,786.17,0.227,0,6177.46,0.032892465737237656,0,0.030693424113395987
1,41.0,4009.18,8.8,6169.01,0.082,0,14032.21,0.0870689466065391,0,0.07753830962284688
1,24.0,2078.53,6.6,725.5,0.02,1,4586.9,0.0921887048168045,0,0.08437365445501727
1,26.0,3936.04,7.3,2873.19,0.515,0,6604.91,0.09870130346541076,0,0.1044596322508596
1,50.0,4330.3,0.1,2928.38,0.152,0,4658.81,0.0494246302014271,0,0.04170909690660257
1,38.0,2446.13,2.7,1663.69,0.402,2,12979.45,0.41252567823301195,1,0.449246924469892
1,45.0,3901.73,3.3,3540.57,0.193,0,2051.63,0.049645784860066475,0,0.041434022825711306
1,38.0,3737.58,0.1,3612.15,0.568,0,5152.88,0.14770291903735802,0,0.15235128313362775
1,38.0,2176.91,1.5,3339.51,0.207,0,2180.32,0.09529889667841383,0,0.08248975385782241
1,48.0,4276.99,7.1,1638.24,0.243,0,1403.49,0.027622592098044282,0,0.023091773618266986
1,32.0,4686.09,0.7,1381.58,0.169,0,5702.91,0.04696877494844775,0,0.043951037660954796
1,39.0,5927.59,3.8,1788.23,0.12,0,5269.81,0.024151583486192063,0,0.02129943225110893
1,33.0,5850.08,1.2,1221.64,0.428,0,4262.37,0.04580891910733191,0,0.04687949328777642
1,33.0,1958.72,0.1,5359.85,0.281,0,4660.62,0.18917516902316187,0,0.17524654186877187
1,35.0,2387.44,1.4,1917.28,0.026,0,23136.11,0.1750461103271398,0,0.17903316660396457
1,40.0,4590.6,18.6,2812.73,0.576,0,4319.58,0.03584525169410915,0,0.034744244437037504
1,33.0,4588.02,8.1,4462.36,0.247,1,6342.71,0.10459729274500129,0,0.10086766196720237
1,52.0,4590.62,16.0,1168.71,0.127,0,3552.18,0.01228647626246044,0,0.009593607744993394
1,28.0,20614.07,3.3,694.51,0.077,0,5696.55,0.0003251601277062402,0,0.0003368032901118884
1,36.0,4707.45,0.6,1225.44,0.132,2,4362.86,0.12665999563696825,1,0.12478614876549765
1,33.0,6069.34,4.0,3043.7,0.342,0,4002.77,0.04048863018166006,0,0.039056849279223635
1,54.0,5593.17,3.0,2893.94,0.442,0,12203.15,0.07047201392800113,1,0.07089483883358866
1,40.0,4881.1,9.3,3334.93,0.229,0,8853.72,0.04339727757757489,0,0.03978545779193185
1,49.0,3159.37,0.5,2305.39,0.813,0,5262.56,0.18331899167393115,0,0.19805373502786452
1,22.0,5123.21,3.3,126.94,0.208,0,1552.92,0.028314631186078423,0,0.026893738977090843
1,41.0,2571.46,0.8,2248.88,0.261,1,4103.09,0.1594679977073797,0,0.15105884289985058
1,48.0,3272.9,2.0,4874.2,0.11,0,18987.08,0.15959547332080537,0,0.15176971442745107
1,39.0,2926.57,6.7,5739.05,0.251,0,4379.41,0.09773391689193052,0,0.08498733481181847
1,50.0,3777.6,3.2,2675.64,0.462,0,8532.25,0.09718344536320257,0,0.09519583073386234
1,32.0,10317.5,2.4,2901.9,0.622,0,10106.88,0.03085925829956445,0,0.03705835162776066
1,54.0,1571.41,2.5,3892.07,0.398,0,5483.41,0.1532788229290832,0,0.13773504700277817
1,63.0,4958.29,3.1,5631.07,0.059,1,3226.29,0.06415006600806496,0,0.049894042882379
1,34.0,1762.13,7.7,2501.02,0.1,1,1454.39,0.103072890722645,0,0.08892330547974622
1,33.0,2944.31,11.1,3854.31,0.059,0,6919.38,0.05251323261784898,0,0.04432091167365322
1,54.0,5943.35,15.5,1578.25,0.14,0,3270.25,0.008937474389078198,0,0.006994428913650532
1,55.0,3747.81,7.7,802.89,0.181,0,5367.27,0.028488806081633598,0,0.023584376434878318
1,32.0,2241.76,1.9,1721.0,0.121,2,2630.92,0.21601509672235295,0,0.20721099453279263
1,33.0,2638.89,5.8,6499.39,0.38,0,4304.35,0.15869011178287268,0,0.14799352100599675
1,35.0,4943.45,2.9,3908.84,0.116,0,4998.33,0.04682801214543048,0,0.04100170472118711
1,23.0,2621.06,1.5,879.57,0.344,0,5621.18,0.10826669382183483,0,0.11051565529794989
1,28.0,4013.45,9.2,4036.12,0.424,0,2814.64,0.06977873413538596,0,0.06719615073549694
1,27.0,3716.39,0.2,945.8,0.223,0,8941.47,0.08251252085722476,0,0.08304657909592
1,30.0,2715.63,11.6,3302.05,0.497,0,3646.61,0.090351170603121,0,0.08846139565868248
1,38.0,9554.57,3.1,1128.45,0.367,1,2127.63,0.019933390787604185,0,0.02047199082271518
1,41.0,4842.87,5.1,831.65,0.177,0,4654.03,0.027560763308041955,0,0.024372686230613467
1,55.0,1463.65,5.4,7220.96,0.258,0,4999.97,0.16166984826219835,0,0.13272458684482794
1,27.0,3959.62,11.3,1916.1,0.189,1,5325.67,0.06734328719014064,0,0.06455801765396332
1,49.0,2703.21,5.1,3859.43,0.416,0,9711.5,0.13569315230422144,0,0.1299420348481769
1,36.0,5343.28,4.8,2580.08,0.374,0,4366.76,0.046122292760032296,0,0.04447739334264562
1,37.0,2548.77,0.3,1018.15,0.316,0,4629.44,0.09282643367778343,0,0.0882394960999864
1,45.0,3457.73,3.7,2082.93,0.084,1,2831.06,0.0714582830681815,1,0.06102572142700917
1,26.0,4569.89,0.8,1026.51,0.17,0,7407.71,0.054349096712476556,0,0.05316761660018808
1,42.0,5375.41,6.7,10686.69,0.148,0,5389.21,0.08650530581101032,0,0.07068755465797964
1,40.0,2121.47,3.6,4347.97,0.04,0,3983.78,0.0811711647801185,0,0.0655077209879013
1,43.0,3132.15,5.7,2543.76,0.103,1,1896.31,0.07465417033175306,0,0.06330429652274384
1,41.0,2940.32,0.2,3716.21,0.105,0,10119.36,0.1107108849346348,0,0.0997392530061087
1,65.0,2713.52,0.4,4156.97,0.228,0,2660.21,0.0766056729338245,0,0.06028625651899198
1,31.0,8058.27,6.3,4164.6,0.404,0,3656.86,0.026609238211873238,0,0.02636202586632512
1,32.0,4368.79,0.4,4042.47,0.185,1,5879.18,0.14050413237490375,1,0.13616206243586254
1,31.0,2064.42,0.4,3830.09,0.236,1,2701.93,0.22145744559688804,0,0.21068274340770868
1,32.0,5502.94,0.1,2702.48,0.236,0,2329.12,0.04326820747670648,0,0.03999121096490968
1,31.0,9461.35,15.7,6859.34,0.256,0,1699.39,0.010431942834622267,0,0.009105267484545636
1,51.0,5794.18,6.7,2832.82,0.277,0,7048.0,0.031126751616791352,0,0.027800283389075208
1,54.0,1837.72,2.2,2599.84,0.493,1,3742.12,0.22337624353835617,0,0.2160081867592609
1,32.0,2928.06,1.8,2850.92,0.225,0,21239.86,0.21248886889742397,0,0.22876865273847485
1,29.0,6438.88,2.2,3002.79,0.498,0,2989.38,0.052088084349122675,0,0.054169743256199186
1,43.0,2647.97,7.5,504.75,0.271,1,3100.36,0.08201412740402295,0,0.07556640774018561
1,32.0,4445.82,5.4,1214.35,0.245,0,3704.5,0.03804218217442598,0,0.0352639184480525
1,45.0,5159.45,1.0,2305.33,0.707,0,5550.08,0.09700668266126593,0,0.10489568692812726
1,40.0,2399.18,1.0,477.09,0.441,0,3885.08,0.09829692522322149,1,0.09609069443143793
1,21.0,3544.72,0.5,2540.67,0.043,1,6675.28,0.13326896011378198,0,0.1294948818544048
1,55.0,846.77,5.4,2973.89,0.338,1,3013.04,0.1933779455689172,0,0.1723122471031586
1,58.0,2296.23,7.2,767.59,0.109,0,2463.17,0.031596421494437074,0,0.024120943270716486
1,31.0,3249.79,1.5,1486.3,0.279,1,1999.98,0.12076437206161145,0,0.11776528026317146
1,34.0,2076.62,0.1,5893.79,0.123,0,1616.81,0.13133528591463312,0,0.11023496110381809
1,41.0,7589.99,0.4,3742.94,0.311,0,3793.2,0.030578152309947218,0,0.028666276663667008
1,42.0,1913.02,17.2,3594.24,0.581,0,4228.11,0.0885603157112459,0,0.08361081863954115
1,45.0,2986.87,1.8,5421.64,0.352,0,3584.17,0.12622308754813724,0,0.11299202186486546
1,60.0,3861.59,7.3,1235.58,0.212,0,9151.77,0.0372101394968988,0,0.031828206936339594
1,36.0,6964.44,4.9,769.87,0.191,1,9081.69,0.04007459061167072,0,0.04072710702339821
1,29.0,1908.1,2.4,4940.8,0.529,0,4157.21,0.23590254471886155,0,0.23826452600263312
